booking_id,hotel_id,date_id,reserved_room_type_id,assigned_room_type_id,country_id,market_segment_id,customer_segment_id,meal_id,is_canceled,booking_status,lead_time,total_nights,total_guests,adr,booking_value,estimated_revenue,booking_changes,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests
28076,1,20170307,3,3,13,1,3,3,0,Not Canceled,126,4,2,75,300,300,0,107,1,0
28077,1,20170307,3,3,13,1,3,3,0,Not Canceled,112,4,2,75,300,300,1,93,1,0
28078,1,20170310,1,3,2,4,3,1,0,Not Canceled,1,1,2,34,34,34,0,0,0,1
28079,1,20170304,1,1,22,3,1,1,0,Not Canceled,211,7,1,37.8,264.6,264.6,0,0,0,1
28080,1,20170309,1,1,2,3,1,1,0,Not Canceled,3,2,2,65,130,130,0,0,0,1
28081,1,20170309,1,1,6,3,1,1,0,Not Canceled,3,2,2,65,130,130,0,0,0,1
28082,1,20170308,3,3,1,3,1,1,0,Not Canceled,27,3,2,68,204,204,0,0,1,1
28083,1,20170308,7,7,1,3,1,1,0,Not Canceled,29,3,2,110,330,330,2,0,0,1
28084,1,20170308,1,1,2,3,3,1,0,Not Canceled,14,3,2,60,180,180,0,0,0,2
28085,1,20170310,1,1,2,3,1,1,0,Not Canceled,15,1,2,60,60,60,0,0,0,2
28086,1,20170307,3,3,43,1,3,3,0,Not Canceled,19,4,2,75,300,300,0,0,0,0
28087,1,20170306,3,3,1,3,1,1,0,Not Canceled,126,5,2,64,320,320,0,0,0,2
28088,1,20170306,1,2,18,3,1,3,0,Not Canceled,41,5,2,92,460,460,0,0,0,2
28089,1,20170307,1,1,2,1,1,3,0,Not Canceled,0,4,1,50,200,200,0,0,1,0
28090,1,20170309,4,6,16,6,3,5,0,Not Canceled,216,2,2,99,198,198,0,109,0,1
28091,1,20170310,1,3,3,3,3,1,0,Not Canceled,9,1,2,65,65,65,0,0,0,2
28092,1,20170310,1,3,4,3,3,1,0,Not Canceled,9,1,2,65,65,65,0,0,1,2
28093,1,20170309,1,1,34,3,1,1,0,Not Canceled,2,2,2,65,130,130,0,0,0,1
28094,1,20170306,3,3,2,3,1,1,0,Not Canceled,117,5,2,62,310,310,0,0,0,1
28095,1,20170307,1,1,1,3,1,1,0,Not Canceled,48,4,2,60,240,240,0,0,0,2
28096,1,20170305,1,1,13,6,3,3,0,Not Canceled,312,7,2,56,392,392,0,0,0,0
28097,1,20170305,1,1,13,6,3,3,0,Not Canceled,312,7,1,42,294,294,2,0,0,0
28098,1,20170305,4,4,43,6,3,3,0,Not Canceled,312,7,2,73,511,511,2,0,0,0
28099,1,20170305,4,4,13,6,3,3,0,Not Canceled,171,7,2,73,511,511,0,0,0,0
28100,1,20170305,4,4,13,6,3,3,0,Not Canceled,171,7,2,71,497,497,0,0,0,0
28101,1,20170305,1,1,13,6,3,3,0,Not Canceled,53,7,1,40,280,280,0,0,0,0
28102,1,20170305,1,1,13,6,3,3,0,Not Canceled,53,7,1,42,294,294,0,0,0,0
28103,1,20170305,1,2,13,6,3,3,0,Not Canceled,53,7,2,28,196,196,0,0,0,0
28104,1,20170305,1,1,13,6,3,3,0,Not Canceled,312,7,2,58,406,406,0,0,0,0
28105,1,20170305,4,4,13,6,3,3,0,Not Canceled,312,7,1,58,406,406,1,0,0,0
28106,1,20170307,1,2,1,3,1,1,0,Not Canceled,1,5,2,69,345,345,0,0,0,1
28107,1,20170305,3,4,13,4,1,3,0,Not Canceled,143,7,2,52.4,366.8,366.8,0,0,0,0
28108,1,20170309,3,3,2,1,3,1,0,Not Canceled,17,3,2,56.7,170.1,170.1,0,0,0,0
28109,1,20170309,1,1,2,1,1,1,0,Not Canceled,115,3,2,69.67,209.01,209.01,0,0,1,1
28110,1,20170309,1,1,2,1,1,1,0,Not Canceled,115,3,2,65,195,195,0,0,0,1
28111,1,20170310,1,1,4,3,1,1,0,Not Canceled,8,2,2,65,130,130,0,0,0,0
28112,1,20170305,3,4,1,4,1,2,0,Not Canceled,179,7,3,100.71,704.97,704.97,1,0,0,0
28113,1,20170311,1,1,4,3,1,1,0,Not Canceled,28,1,2,60,60,60,0,0,0,1
28114,1,20170311,3,3,13,3,1,1,0,Not Canceled,75,1,2,70,70,70,0,0,0,1
28115,1,20170309,1,1,1,3,1,1,0,Not Canceled,195,3,1,26.64,79.92,79.92,0,0,0,2
28116,1,20170305,3,3,14,1,3,1,0,Not Canceled,169,7,2,40.5,283.5,283.5,0,0,0,0
28117,1,20170311,1,3,2,3,1,1,0,Not Canceled,9,1,2,65,65,65,0,0,0,2
28118,1,20170310,1,1,4,1,1,3,0,Not Canceled,2,2,2,97,194,194,1,0,0,1
28119,1,20170308,3,3,19,3,1,1,0,Not Canceled,70,4,2,66.5,266,266,0,0,0,1
28120,1,20170310,1,1,2,3,1,1,0,Not Canceled,8,2,2,65,130,130,0,0,0,1
28121,1,20170310,3,3,4,3,1,1,0,Not Canceled,13,2,2,68,136,136,0,0,0,1
28122,1,20170310,3,3,4,3,1,1,0,Not Canceled,4,2,2,82,164,164,0,0,1,2
28123,1,20170311,4,4,2,1,1,1,0,Not Canceled,1,1,2,90,90,90,0,0,0,1
28124,1,20170311,4,4,2,1,1,1,0,Not Canceled,1,1,1,90,90,90,0,0,0,1
28125,1,20170311,5,5,2,2,1,1,0,Not Canceled,2,1,2,70,70,70,0,0,0,1
28126,1,20170311,1,4,2,3,1,1,0,Not Canceled,0,1,2,95,95,95,0,0,0,2
28127,1,20170310,5,5,2,1,1,1,0,Not Canceled,30,2,2,100,200,200,0,0,0,0
28128,1,20170310,1,1,2,5,1,1,0,Not Canceled,49,2,2,0,0,0,0,0,0,0
28129,1,20170310,5,5,2,3,1,3,0,Not Canceled,43,2,4,148,296,296,0,0,0,1
28130,1,20170310,3,3,2,1,1,1,0,Not Canceled,4,2,2,63,126,126,0,0,0,1
28131,1,20170309,1,9,2,1,1,1,0,Not Canceled,2,3,1,65,195,195,3,0,0,1
28132,1,20170310,5,5,2,1,1,1,0,Not Canceled,32,2,2,132.5,265,265,2,0,0,2
28133,1,20170311,1,6,2,1,1,1,0,Not Canceled,0,1,2,100,100,100,0,0,0,1
28134,1,20170617,4,4,2,1,1,1,0,Not Canceled,0,1,2,150,150,150,1,0,0,1
28135,1,20170305,3,3,1,6,3,3,0,Not Canceled,195,7,2,67.94,475.58,475.58,0,0,0,0
28136,1,20170306,1,2,1,3,1,3,0,Not Canceled,99,7,2,83.86,587.02,587.02,0,0,0,1
28137,1,20170310,4,6,1,3,1,1,0,Not Canceled,274,3,1,57.8,173.4,173.4,0,0,0,2
28138,1,20170310,1,1,1,3,1,1,0,Not Canceled,274,3,1,37.8,113.4,113.4,0,0,0,2
28139,1,20170310,4,4,1,3,1,1,0,Not Canceled,274,3,1,57.8,173.4,173.4,0,0,0,2
28140,1,20170310,1,1,1,3,1,1,0,Not Canceled,274,3,1,39.8,119.4,119.4,0,0,0,2
28141,1,20170312,4,4,2,1,1,1,0,Not Canceled,1,1,2,72,72,72,0,0,0,0
28142,1,20170306,1,1,6,4,1,3,0,Not Canceled,31,7,3,59,413,413,0,0,0,1
28143,1,20170306,1,1,6,4,1,3,0,Not Canceled,31,7,2,48,336,336,0,0,0,1
28144,1,20170312,1,1,2,3,1,1,0,Not Canceled,2,1,2,65,65,65,0,0,0,2
28145,1,20170307,1,1,12,3,3,1,0,Not Canceled,220,6,2,48.9,293.4,293.4,2,0,0,1
28146,1,20170310,1,3,1,3,1,1,0,Not Canceled,39,3,2,80.33,240.99,240.99,0,0,1,2
28147,1,20170311,1,1,2,5,1,1,0,Not Canceled,15,2,2,0,0,0,0,0,0,0
28148,1,20170311,1,4,67,2,3,1,0,Not Canceled,29,2,2,58,116,116,2,0,0,0
28149,1,20170311,1,4,2,2,3,1,0,Not Canceled,89,2,2,58,116,116,2,0,0,0
28150,1,20170311,3,3,20,3,1,1,0,Not Canceled,0,2,1,64,128,128,0,0,0,1
28151,1,20170308,3,10,14,1,3,4,0,Not Canceled,172,5,2,0,0,0,3,0,0,0
28152,1,20170311,1,10,2,2,3,1,0,Not Canceled,89,2,2,58,116,116,2,0,1,0
28153,1,20170313,1,1,4,6,3,1,0,Not Canceled,110,1,1,32,32,32,1,0,0,0
28154,1,20170309,6,6,1,3,1,1,0,Not Canceled,134,5,2,48.43,242.15,242.15,0,0,0,2
28155,1,20170309,6,6,1,3,1,1,0,Not Canceled,134,5,1,48.43,242.15,242.15,0,0,0,2
28156,1,20170313,4,4,34,6,3,1,0,Not Canceled,112,1,2,50,50,50,0,0,0,0
28157,1,20170313,4,6,34,6,3,1,0,Not Canceled,110,1,2,50,50,50,1,0,0,0
28158,1,20170313,1,1,34,6,3,1,0,Not Canceled,110,1,1,32,32,32,1,0,0,0
28159,1,20170307,3,3,6,3,1,1,0,Not Canceled,9,7,2,68,476,476,0,0,0,1
28160,1,20170313,4,4,34,6,3,1,0,Not Canceled,146,1,2,50,50,50,0,34,0,0
28161,1,20170313,4,4,34,6,1,1,0,Not Canceled,112,1,2,50,50,50,0,0,0,0
28162,1,20170309,2,2,6,3,1,1,0,Not Canceled,10,5,4,75,375,375,2,0,0,2
28163,1,20170312,1,2,2,3,1,1,0,Not Canceled,167,2,2,44.8,89.6,89.6,0,0,1,1
28164,1,20170313,1,3,27,3,1,1,0,Not Canceled,0,1,2,65,65,65,0,0,0,1
28165,1,20170313,1,1,13,3,1,1,0,Not Canceled,8,1,2,52,52,52,0,0,0,1
28166,1,20170311,1,1,13,1,1,1,0,Not Canceled,37,3,2,55,165,165,0,0,0,2
28167,1,20170306,3,3,16,4,4,1,0,Not Canceled,0,9,2,42,378,378,1,0,0,1
28168,1,20170301,4,4,16,4,1,1,0,Not Canceled,159,14,2,48.71,681.94,681.94,0,0,1,1
28169,1,20170305,3,3,1,6,3,1,0,Not Canceled,201,10,2,64.28,642.8,642.8,0,6,0,0
28170,1,20170305,3,3,1,6,3,1,0,Not Canceled,195,10,2,64.08,640.8,640.8,0,0,0,0
28171,1,20170312,3,3,14,1,3,1,0,Not Canceled,176,3,2,40.5,121.5,121.5,1,0,0,1
28172,1,20170313,1,6,6,3,1,1,0,Not Canceled,10,2,2,95,190,190,0,0,0,1
28173,1,20170305,1,1,1,6,3,1,0,Not Canceled,195,10,1,40.14,401.4,401.4,1,0,0,0
28174,1,20170312,1,1,6,3,1,1,0,Not Canceled,5,3,1,60,180,180,0,0,0,1
28175,1,20170305,3,3,1,6,3,1,0,Not Canceled,201,10,2,62.28,622.8,622.8,0,6,0,0
28176,1,20170312,1,1,2,3,1,1,0,Not Canceled,56,3,1,62,186,186,0,0,1,1
28177,1,20170723,3,3,2,3,1,3,0,Not Canceled,189,8,2,217.75,1742,1742,0,0,1,1
28178,1,20170305,3,3,2,6,3,1,0,Not Canceled,195,10,2,62.28,622.8,622.8,0,0,0,0
28179,1,20170305,4,4,1,6,3,1,0,Not Canceled,195,10,2,71.48,714.8,714.8,0,0,0,0
28180,1,20170305,3,3,1,6,3,1,0,Not Canceled,195,10,2,62.28,622.8,622.8,0,0,0,0
28181,1,20170305,3,3,1,6,3,1,0,Not Canceled,195,10,2,64.28,642.8,642.8,0,0,0,0
28182,1,20170305,1,1,1,6,3,1,0,Not Canceled,195,10,1,40.14,401.4,401.4,0,0,0,0
28183,1,20170305,1,1,1,6,3,1,0,Not Canceled,195,10,1,41.94,419.4,419.4,1,0,0,0
28184,1,20170314,3,3,4,1,1,1,0,Not Canceled,1,1,2,63,63,63,1,0,0,3
28185,1,20170314,1,4,2,4,1,1,0,Not Canceled,0,1,1,32,32,32,0,0,0,0
28186,1,20170301,1,1,5,3,1,1,0,Not Canceled,226,14,2,37.8,529.2,529.2,0,0,0,1
28187,1,20170313,3,3,4,3,1,1,0,Not Canceled,67,2,2,77,154,154,0,0,1,1
28188,1,20170313,1,1,15,3,1,1,0,Not Canceled,4,2,2,72,144,144,0,0,1,1
28189,1,20170310,3,3,12,3,1,1,0,Not Canceled,8,5,2,80,400,400,0,0,1,1
28190,1,20170313,6,6,1,1,1,1,0,Not Canceled,97,2,2,85,170,170,0,0,0,0
28191,1,20170315,1,6,1,2,4,1,0,Not Canceled,112,2,2,60,120,120,2,0,0,1
28192,1,20170314,1,1,2,3,1,1,0,Not Canceled,1,1,1,55.6,55.6,55.6,0,0,0,1
28193,1,20170314,1,1,18,3,1,1,0,Not Canceled,0,1,2,80,80,80,2,0,0,1
28194,1,20170312,6,6,2,1,1,1,0,Not Canceled,4,3,2,97,291,291,0,0,0,2
28195,1,20170312,1,1,18,3,1,1,0,Not Canceled,0,3,1,60,180,180,0,0,0,0
28196,1,20170312,1,1,18,3,3,1,0,Not Canceled,3,3,1,60,180,180,0,0,0,2
28197,1,20170312,1,1,18,3,3,1,0,Not Canceled,3,3,1,60,180,180,0,0,0,1
28198,1,20170314,3,3,4,1,1,1,0,Not Canceled,1,1,2,63,63,63,0,0,0,3
28199,1,20170313,1,1,1,3,1,1,0,Not Canceled,22,3,2,62,186,186,0,0,0,3
28200,1,20170315,3,3,2,1,1,1,0,Not Canceled,0,1,2,80,80,80,0,0,0,0
28201,1,20170309,1,2,6,4,1,5,0,Not Canceled,34,7,2,66,462,462,0,0,0,0
28202,1,20170314,1,1,43,3,1,1,0,Not Canceled,1,2,2,65,130,130,0,0,0,1
28203,1,20170313,1,1,2,1,1,1,0,Not Canceled,3,3,1,60,180,180,0,0,0,0
28204,1,20170403,1,1,2,1,1,1,0,Not Canceled,3,2,1,64.8,129.6,129.6,0,0,0,0
28205,1,20170315,1,3,2,1,1,1,0,Not Canceled,2,1,1,35,35,35,0,0,1,1
28206,1,20170313,1,1,4,1,1,1,0,Not Canceled,11,3,2,67,201,201,1,0,1,1
28207,1,20170315,3,3,2,1,1,1,0,Not Canceled,1,1,1,68,68,68,0,0,0,1
28208,1,20170309,1,1,6,4,1,5,0,Not Canceled,138,7,1,49,343,343,1,0,0,0
28209,1,20170314,1,1,6,3,1,1,0,Not Canceled,12,2,1,65,130,130,0,0,0,0
28210,1,20170316,7,7,6,3,1,1,0,Not Canceled,14,1,4,115,115,115,0,0,0,1
28211,1,20170313,1,1,6,3,1,1,0,Not Canceled,11,3,1,60,180,180,0,0,0,1
28212,1,20170313,1,1,6,3,1,1,0,Not Canceled,24,3,2,60,180,180,0,0,0,1
28213,1,20170316,3,3,6,3,1,1,0,Not Canceled,27,1,2,68,68,68,0,0,0,1
28214,1,20170313,1,1,6,3,1,1,0,Not Canceled,24,3,1,55,165,165,0,0,0,1
28215,1,20170316,3,3,6,3,1,1,0,Not Canceled,27,1,1,68,68,68,0,0,0,1
28216,1,20170313,3,3,6,3,1,3,0,Not Canceled,115,3,2,97.33,291.99,291.99,0,0,0,1
28217,1,20170314,1,1,1,1,1,1,0,Not Canceled,26,2,2,55,110,110,0,0,0,0
28218,1,20170310,2,2,5,3,1,1,0,Not Canceled,24,6,2,77,462,462,1,0,0,2
28219,1,20170315,3,3,2,3,1,1,0,Not Canceled,0,1,2,85,85,85,0,0,0,2
28220,1,20170315,1,1,6,4,1,1,0,Not Canceled,12,2,1,39,78,78,0,0,1,1
28221,1,20170315,3,3,6,3,1,1,0,Not Canceled,20,2,1,68,136,136,0,0,0,1
28222,1,20170316,1,7,2,2,1,1,0,Not Canceled,0,1,2,40,40,40,0,0,0,0
28223,1,20170316,1,1,2,4,1,1,0,Not Canceled,2,1,1,32,32,32,0,0,0,0
28224,1,20170313,5,5,26,3,1,1,0,Not Canceled,60,4,2,105.25,421,421,1,0,1,2
28225,1,20170307,1,2,2,3,1,1,0,Not Canceled,246,10,2,30.24,302.4,302.4,1,0,0,0
28226,1,20170316,3,3,1,3,1,1,0,Not Canceled,26,4,1,68,272,272,1,0,0,1
28227,1,20170316,1,6,2,2,1,1,0,Not Canceled,2,1,1,35,35,35,0,0,0,1
28228,1,20170316,1,4,2,2,1,1,0,Not Canceled,2,1,1,35,35,35,0,0,0,1
28229,1,20170316,3,3,13,4,1,1,0,Not Canceled,155,1,2,42,42,42,0,0,0,0
28230,1,20170313,3,3,1,4,1,1,0,Not Canceled,355,4,2,34.2,136.8,136.8,0,0,0,0
28231,1,20170314,3,3,1,3,1,1,0,Not Canceled,62,3,2,70,210,210,0,0,0,1
28232,1,20170313,5,5,1,3,1,1,0,Not Canceled,30,4,4,105,420,420,0,0,0,1
28233,1,20170225,3,4,6,4,1,3,0,Not Canceled,74,21,2,79.14,1661.94,1661.94,1,0,0,1
28234,1,20170311,5,5,43,3,1,1,0,Not Canceled,29,7,2,110,770,770,1,0,1,0
28235,1,20170315,1,1,1,2,3,1,0,Not Canceled,112,3,1,40,120,120,0,0,0,0
28236,1,20170315,1,1,18,2,3,1,0,Not Canceled,112,3,1,40,120,120,0,0,0,0
28237,1,20170315,1,1,1,2,3,1,0,Not Canceled,125,3,1,40,120,120,2,13,0,0
28238,1,20170311,3,3,1,4,2,3,0,Not Canceled,131,7,2,66.72,467.04,467.04,0,0,0,2
28239,1,20170314,1,2,18,3,3,1,0,Not Canceled,140,4,2,42,168,168,0,0,0,1
28240,1,20170311,4,4,1,4,1,1,0,Not Canceled,127,7,2,51.76,362.32,362.32,0,0,0,0
28241,1,20170317,1,7,1,1,1,1,0,Not Canceled,4,1,1,56.7,56.7,56.7,0,0,0,1
28242,1,20170305,5,5,13,3,1,1,0,Not Canceled,7,13,2,112,1456,1456,1,0,1,2
28243,1,20170315,1,3,1,2,3,1,0,Not Canceled,112,3,1,40,120,120,0,0,0,0
28244,1,20170311,1,1,13,6,3,1,0,Not Canceled,88,7,2,34,238,238,2,0,0,0
28245,1,20170311,3,3,2,6,3,3,0,Not Canceled,57,7,1,51,357,357,0,0,0,0
28246,1,20170311,3,3,13,6,3,3,0,Not Canceled,339,7,1,51,357,357,0,0,0,2
28247,1,20170311,3,3,13,6,3,3,0,Not Canceled,339,7,2,64,448,448,0,0,0,0
28248,1,20170311,3,3,2,6,3,3,0,Not Canceled,339,7,2,64,448,448,0,0,0,0
28249,1,20170311,3,3,13,6,3,3,0,Not Canceled,339,7,1,51,357,357,0,0,0,0
28250,1,20170311,3,3,2,6,3,3,0,Not Canceled,339,7,1,51,357,357,0,0,0,0
28251,1,20170311,3,3,13,6,3,3,0,Not Canceled,57,7,1,51,357,357,0,0,0,0
28252,1,20170315,1,1,1,2,3,1,0,Not Canceled,120,3,1,45,135,135,6,8,0,0
28253,1,20170313,1,2,1,4,1,1,0,Not Canceled,202,5,2,32.6,163,163,1,0,0,1
28254,1,20170315,1,1,26,2,3,1,0,Not Canceled,112,3,1,40,120,120,0,0,0,0
28255,1,20170318,1,1,2,1,1,1,0,Not Canceled,46,2,2,60,120,120,0,0,0,0
28256,1,20170311,3,3,13,6,3,3,0,Not Canceled,339,7,2,32,224,224,1,0,0,0
28257,1,20170315,1,2,1,2,3,1,0,Not Canceled,112,3,1,40,120,120,0,0,0,0
28258,1,20170315,1,1,6,2,3,1,0,Not Canceled,112,3,1,40,120,120,0,0,0,0
28259,1,20170318,1,1,6,1,1,1,0,Not Canceled,46,2,2,60,120,120,0,0,0,0
28260,1,20170318,1,3,1,1,1,1,0,Not Canceled,52,2,2,70,140,140,0,0,0,0
28261,1,20170313,3,3,27,3,1,1,0,Not Canceled,50,5,2,70,350,350,1,0,0,1
28262,1,20170315,1,1,5,2,1,1,0,Not Canceled,112,3,1,40,120,120,0,0,0,0
28263,1,20170318,1,1,5,1,1,1,0,Not Canceled,46,2,2,60,120,120,0,0,0,0
28264,1,20170311,1,1,13,6,3,1,0,Not Canceled,15,7,1,30,210,210,0,0,0,0
28265,1,20170311,1,1,13,6,3,1,0,Not Canceled,15,7,1,32,224,224,1,0,0,0
28266,1,20170311,1,2,13,6,3,1,0,Not Canceled,88,7,2,34,238,238,2,0,0,0
28267,1,20170225,1,1,2,4,1,3,0,Not Canceled,186,21,1,38.55,809.55,809.55,0,0,0,1
28268,1,20170317,4,4,2,3,1,1,0,Not Canceled,0,1,2,95,95,95,0,0,0,1
28269,1,20170311,1,1,13,6,3,1,0,Not Canceled,148,7,2,34,238,238,0,60,0,0
28270,1,20170311,1,1,13,6,3,1,0,Not Canceled,148,7,1,30,210,210,1,60,0,0
28271,1,20170311,1,1,13,6,3,1,0,Not Canceled,88,7,1,30,210,210,1,0,0,0
28272,1,20170225,1,1,2,4,1,3,0,Not Canceled,180,21,2,53,1113,1113,0,0,0,0
28273,1,20170317,1,7,4,3,1,1,0,Not Canceled,0,1,2,75,75,75,0,0,0,1
28274,1,20170225,1,1,2,4,1,3,0,Not Canceled,186,21,1,36.55,767.55,767.55,0,0,0,1
28275,1,20170311,1,1,13,6,3,1,0,Not Canceled,88,7,1,32,224,224,1,0,0,0
28276,1,20170315,1,10,1,2,1,1,0,Not Canceled,112,3,1,40,120,120,2,0,0,0
28277,1,20170318,1,1,1,2,3,1,0,Not Canceled,12,1,1,60,60,60,0,0,0,0
28278,1,20170314,4,4,13,1,3,3,0,Not Canceled,26,5,1,65,325,325,1,0,0,0
28279,1,20170312,3,3,1,3,1,1,0,Not Canceled,175,7,2,46.8,327.6,327.6,1,0,0,2
28280,1,20170316,1,6,1,3,1,1,0,Not Canceled,21,3,2,90,270,270,0,0,0,2
28281,1,20170314,4,4,13,1,3,3,0,Not Canceled,26,5,2,80,400,400,0,0,0,0
28282,1,20170314,4,6,2,1,3,3,0,Not Canceled,26,5,2,80,400,400,0,0,0,0
28283,1,20170314,3,3,6,1,1,1,0,Not Canceled,31,5,3,73,365,365,2,0,0,3
28284,1,20170317,1,1,6,3,1,1,0,Not Canceled,241,2,2,44.8,89.6,89.6,0,0,1,2
28285,1,20170317,3,3,1,3,1,1,0,Not Canceled,125,2,2,75,150,150,0,0,0,1
28286,1,20170318,1,1,2,3,1,1,0,Not Canceled,66,1,2,60,60,60,0,0,0,3
28287,1,20170317,1,1,4,1,1,3,0,Not Canceled,2,2,2,102,204,204,1,0,0,0
28288,1,20170314,4,5,13,1,3,3,0,Not Canceled,26,5,2,105,525,525,0,0,0,1
28289,1,20170305,4,4,1,4,1,1,0,Not Canceled,144,14,1,51.76,724.64,724.64,2,0,0,2
28290,1,20170315,3,3,2,3,1,1,0,Not Canceled,3,4,2,82,328,328,0,0,1,1
28291,1,20170318,1,1,13,3,1,1,0,Not Canceled,1,1,1,77,77,77,0,0,1,1
28292,1,20170314,4,4,2,1,3,3,0,Not Canceled,26,5,2,80,400,400,0,0,0,1
28293,1,20170318,1,1,4,3,1,1,0,Not Canceled,3,1,2,75,75,75,0,0,0,1
28294,1,20170314,4,4,14,1,3,3,0,Not Canceled,26,5,1,65,325,325,0,0,0,0
28295,1,20170318,1,1,4,3,1,1,0,Not Canceled,1,1,2,82,82,82,0,0,1,1
28296,1,20170316,3,6,4,3,1,1,0,Not Canceled,6,3,2,75,225,225,0,0,0,1
28297,1,20170316,3,3,8,3,1,1,0,Not Canceled,21,3,2,68,204,204,0,0,0,2
28298,1,20170318,4,4,2,3,1,1,0,Not Canceled,2,1,2,95,95,95,0,0,0,1
28299,1,20170318,1,3,2,3,1,1,0,Not Canceled,1,1,2,75,75,75,0,0,0,1
28300,1,20170318,3,3,4,3,1,1,0,Not Canceled,8,1,2,60,60,60,0,0,1,2
28301,1,20170314,4,4,15,1,3,3,0,Not Canceled,26,5,1,65,325,325,0,0,0,0
28302,1,20170316,4,6,1,3,1,3,0,Not Canceled,313,3,2,84.6,253.8,253.8,0,0,0,3
28303,1,20170314,4,4,2,1,3,3,0,Not Canceled,26,5,1,65,325,325,0,0,0,0
28304,1,20170317,3,3,1,3,1,1,0,Not Canceled,126,2,2,85,170,170,0,0,0,2
28305,1,20170316,3,3,2,3,3,1,0,Not Canceled,23,3,2,68,204,204,0,0,0,2
28306,1,20170317,3,3,1,3,1,1,0,Not Canceled,126,2,2,75,150,150,0,0,0,2
28307,1,20170313,4,4,6,3,1,1,0,Not Canceled,138,6,2,69,414,414,0,0,1,1
28308,1,20170318,1,1,2,4,3,1,0,Not Canceled,2,1,2,34,34,34,0,0,0,1
28309,1,20170314,4,4,13,1,1,3,0,Not Canceled,26,5,2,80,400,400,0,0,0,0
28310,1,20170317,1,2,1,3,1,1,0,Not Canceled,25,3,2,60,180,180,0,0,0,1
28311,1,20170316,1,3,1,3,1,1,0,Not Canceled,207,4,2,37.8,151.2,151.2,0,0,0,3
28312,1,20170319,1,3,2,2,1,1,0,Not Canceled,4,1,1,35,35,35,0,0,0,0
28313,1,20170319,3,3,2,1,1,1,0,Not Canceled,0,1,2,80,80,80,0,0,0,0
28314,1,20170318,3,3,1,3,1,1,0,Not Canceled,0,2,2,85,170,170,0,0,1,1
28315,1,20170319,6,6,3,1,3,1,0,Not Canceled,0,1,2,100,100,100,0,0,0,0
28316,1,20170318,3,3,13,3,1,1,0,Not Canceled,68,2,2,68,136,136,2,0,0,2
28317,1,20170316,4,4,2,1,1,3,0,Not Canceled,2,4,2,119.5,478,478,0,0,0,1
28318,1,20170310,3,3,5,3,1,1,0,Not Canceled,89,10,2,71.8,718,718,0,0,0,1
28319,1,20170318,4,5,4,1,4,1,0,Not Canceled,9,2,2,79,158,158,0,0,1,1
28320,1,20170318,1,3,4,3,1,1,0,Not Canceled,2,2,2,82,164,164,0,0,1,1
28321,1,20170320,1,3,2,1,1,1,0,Not Canceled,0,1,1,70,70,70,0,0,0,0
28322,1,20170320,1,1,2,2,1,1,0,Not Canceled,13,1,1,35,35,35,0,0,0,0
28323,1,20170509,1,5,2,2,1,1,0,Not Canceled,12,1,1,45,45,45,0,0,0,0
28324,1,20170317,6,6,6,1,1,1,0,Not Canceled,0,4,2,109,436,436,1,0,1,1
28325,1,20170320,1,3,4,5,1,1,0,Not Canceled,3,1,1,0,0,0,0,0,1,0
28326,1,20170320,1,3,2,1,1,1,0,Not Canceled,0,1,1,60,60,60,0,0,0,1
28327,1,20170320,1,3,2,1,1,1,0,Not Canceled,0,1,1,60,60,60,1,0,0,1
28328,1,20170418,1,3,2,1,1,1,0,Not Canceled,0,1,1,74,74,74,0,0,0,1
28329,1,20170319,1,1,1,3,3,1,0,Not Canceled,280,2,2,39.8,79.6,79.6,1,0,0,3
28330,1,20170319,1,1,1,3,3,1,0,Not Canceled,131,2,2,42,84,84,0,0,0,2
28331,1,20170318,1,1,6,3,1,3,0,Not Canceled,219,3,2,67.93,203.79,203.79,1,0,0,3
28332,1,20170318,1,1,6,3,1,3,0,Not Canceled,219,3,2,73.6,220.8,220.8,1,0,1,3
28333,1,20170307,4,4,19,3,1,1,0,Not Canceled,205,14,2,55.8,781.2,781.2,1,0,0,2
28334,1,20170319,4,4,6,1,1,1,0,Not Canceled,15,2,2,90,180,180,0,0,0,2
28335,1,20170315,1,1,13,3,1,1,0,Not Canceled,295,6,1,26.64,159.84,159.84,0,0,0,1
28336,1,20170318,1,2,1,3,1,2,0,Not Canceled,24,3,2,93.13,279.39,279.39,1,0,0,0
28337,1,20170308,4,4,16,4,1,1,0,Not Canceled,126,14,2,47,658,658,0,0,0,0
28338,1,20170321,1,4,2,5,1,3,0,Not Canceled,0,1,1,0,0,0,0,0,0,0
28339,1,20170321,1,3,2,2,1,1,0,Not Canceled,4,1,1,63,63,63,0,0,0,0
28340,1,20170320,3,3,57,1,3,1,0,Not Canceled,0,2,1,70,140,140,1,0,0,0
28341,1,20170319,3,3,13,3,1,1,0,Not Canceled,3,3,2,85.33,255.99,255.99,0,0,1,3
28342,1,20170320,6,6,4,1,1,1,0,Not Canceled,33,2,2,87,174,174,0,0,0,0
28343,1,20170316,5,5,1,3,1,3,0,Not Canceled,67,6,2,148,888,888,1,0,0,0
28344,1,20170321,1,3,5,3,1,1,0,Not Canceled,18,1,2,65,65,65,0,0,0,2
28345,1,20170320,3,3,57,3,3,1,0,Not Canceled,15,2,2,82,164,164,0,0,1,1
